customer_number,app_install_time,gender,marital_status,date_of_birth,referral_as_source_of_app_install
3040,7/18/18 14:21,MALE,NA,1986-02-18,Not_through_referral
3041,8/2/18 12:04,MALE,NA,2000-01-21,Not_through_referral
3042,7/29/18 17:00,MALE,NA,2017-07-20,Not_through_referral
3043,6/16/18 19:31,MALE,NA,1997-10-16,Installed_through_referral
3044,6/27/18 14:25,MALE,NA,1989-08-14,Not_through_referral
3045,6/23/18 22:47,MALE,NA,2014-06-10,Not_through_referral
3046,7/3/18 19:44,MALE,NA,1987-12-18,Not_through_referral
3047,7/14/18 17:03,MALE,NA,2018-07-14,Installed_through_referral
3048,7/15/18 16:41,NA,NA,1900-01-00,Not_through_referral
3049,8/3/18 14:04,MALE,NA,1991-08-03,Not_through_referral
3050,6/1/18 15:40,MALE,NA,2001-09-23,Not_through_referral
3051,6/11/18 19:43,FEMALE,NA,1991-08-21,Not_through_referral
3052,6/13/18 4:35,MALE,NA,1996-09-24,Not_through_referral
3053,6/15/18 16:05,FEMALE,NA,2000-09-07,Not_through_referral
3054,6/25/18 19:30,MALE,NA,2018-06-25,Installed_through_referral
3055,6/26/18 21:40,FEMALE,NA,2015-12-25,Not_through_referral
3056,6/27/18 13:37,MALE,NA,2018-06-27,Installed_through_referral
3057,7/7/18 13:16,MALE,NA,2018-07-07,Not_through_referral
3058,7/20/18 19:22,MALE,NA,1995-04-05,Not_through_referral
3059,7/12/18 20:17,FEMALE,NA,1988-07-08,Installed_through_referral
3060,6/6/18 8:31,MALE,NA,1991-07-19,Installed_through_referral
3061,6/10/18 13:27,MALE,NA,2047-06-10,Not_through_referral
3062,6/9/18 21:12,MALE,NA,1990-02-03,Not_through_referral
3063,7/11/18 18:02,MALE,NA,2018-07-11,Installed_through_referral
3064,7/6/18 13:54,MALE,NA,1989-08-16,Not_through_referral
3065,7/15/18 18:56,FEMALE,NA,1991-04-23,Not_through_referral
3066,7/27/18 13:46,MALE,NA,1992-07-27,Not_through_referral
3067,6/13/18 19:49,MALE,NA,1983-06-07,Not_through_referral
3068,6/24/18 14:34,FEMALE,NA,2017-12-18,Not_through_referral
3069,6/25/18 19:40,MALE,NA,2018-06-19,Not_through_referral
3070,7/23/18 12:32,MALE,NA,2018-07-08,Installed_through_referral
3071,8/1/18 18:41,MALE,NA,2018-08-01,Not_through_referral
3072,8/9/18 17:10,MALE,NA,2018-08-09,Installed_through_referral
3073,6/9/18 19:50,MALE,NA,1989-07-20,Not_through_referral
3074,6/14/18 17:17,MALE,NA,1998-01-31,Not_through_referral
3075,6/22/18 16:24,MALE,NA,2018-06-22,Not_through_referral
3076,6/23/18 19:34,MALE,NA,1990-06-27,Not_through_referral
3077,7/16/18 9:50,NA,NA,1900-01-00,Not_through_referral
3078,7/30/18 16:19,MALE,NA,2000-05-05,Not_through_referral
3079,6/12/18 12:08,FEMALE,NA,1968-04-06,Not_through_referral
3080,6/10/18 11:15,MALE,NA,1999-04-12,Not_through_referral
3081,6/18/18 15:48,MALE,NA,1993-06-18,Not_through_referral
3082,6/15/18 17:57,MALE,NA,1996-06-12,Not_through_referral
3083,6/14/18 20:26,MALE,NA,1995-03-19,Installed_through_referral
3084,6/17/18 19:39,MALE,NA,2018-06-17,Not_through_referral
3085,6/30/18 12:32,MALE,NA,2018-03-07,Not_through_referral
3086,6/30/18 20:18,MALE,NA,2018-06-18,Not_through_referral
3087,6/27/18 11:08,MALE,NA,2018-06-19,Installed_through_referral
3088,7/24/18 11:24,MALE,NA,2018-07-10,Not_through_referral
3089,6/11/18 19:06,FEMALE,NA,1974-11-30,Not_through_referral
3090,6/11/18 19:23,MALE,NA,1982-06-18,Not_through_referral
3091,6/10/18 16:23,MALE,NA,1994-01-15,Installed_through_referral
3092,6/17/18 19:36,FEMALE,NA,1988-11-17,Not_through_referral
3093,6/14/18 22:18,MALE,NA,1992-04-14,Installed_through_referral
3094,6/25/18 16:06,MALE,NA,1991-04-06,Installed_through_referral
3095,6/30/18 15:15,MALE,NA,2018-06-30,Not_through_referral
3096,7/4/18 19:41,MALE,NA,2018-07-04,Installed_through_referral
3097,7/19/18 11:36,MALE,NA,1998-07-19,Installed_through_referral
3098,7/29/18 17:54,MALE,NA,1985-11-23,Installed_through_referral
3099,7/24/18 15:31,FEMALE,NA,1992-03-12,Not_through_referral
3100,8/6/18 14:46,MALE,NA,2018-08-06,Installed_through_referral
3101,6/6/18 10:29,FEMALE,NA,1993-05-18,Not_through_referral
3102,6/12/18 18:50,MALE,NA,1992-02-19,Not_through_referral
3103,6/8/18 11:42,MALE,NA,1992-01-08,Installed_through_referral
3104,6/20/18 19:12,MALE,NA,2018-06-20,Installed_through_referral
3105,7/2/18 9:33,MALE,NA,1998-03-29,Not_through_referral
3106,7/8/18 21:09,MALE,NA,2001-12-21,Not_through_referral
3107,8/2/18 13:31,FEMALE,NA,1997-08-21,Not_through_referral
3108,8/12/18 22:15,MALE,NA,1993-09-09,Not_through_referral
3109,8/4/18 18:39,MALE,NA,1988-10-20,Not_through_referral
3110,6/26/18 12:12,MALE,NA,1992-11-10,Not_through_referral
3111,6/22/18 14:31,FEMALE,NA,1989-07-15,Installed_through_referral
3112,7/8/18 18:43,FEMALE,NA,2018-07-08,Not_through_referral
3113,8/3/18 17:53,MALE,NA,2017-12-26,Not_through_referral
3114,7/31/18 17:51,MALE,NA,1992-01-08,Not_through_referral
3115,7/29/18 19:22,MALE,NA,1989-08-19,Installed_through_referral
3116,8/7/18 16:34,MALE,NA,1995-12-02,Installed_through_referral
3117,8/8/18 10:49,MALE,NA,1997-03-25,Not_through_referral
3118,8/28/18 18:43,MALE,NA,2018-08-28,Not_through_referral
3119,8/26/18 12:19,MALE,NA,2018-08-26,Installed_through_referral
3120,8/25/18 22:03,FEMALE,NA,1990-10-17,Installed_through_referral
3121,9/5/18 8:15,MALE,NA,1988-07-14,Not_through_referral
3122,9/1/18 17:24,MALE,NA,2000-04-08,Not_through_referral
3123,9/21/18 16:57,MALE,NA,1994-06-24,Not_through_referral
3124,9/7/18 21:40,MALE,NA,1988-08-15,Not_through_referral
3125,9/10/18 19:49,MALE,NA,2018-09-10,Not_through_referral
3126,9/8/18 16:27,MALE,NA,2010-01-15,Installed_through_referral
3127,8/29/18 2:44,FEMALE,NA,2018-08-29,Installed_through_referral
3128,9/2/18 20:25,FEMALE,NA,1999-11-30,Installed_through_referral
3129,9/4/18 13:04,MALE,NA,1990-10-29,Installed_through_referral
3130,9/2/18 16:11,MALE,NA,1996-07-11,Not_through_referral
3131,9/26/18 15:48,MALE,NA,1982-05-11,Not_through_referral
3132,8/26/18 19:15,MALE,NA,2017-02-02,Not_through_referral
3133,8/17/18 19:03,FEMALE,NA,2018-08-17,Not_through_referral
3134,8/30/18 22:56,MALE,NA,1990-06-10,Not_through_referral
3135,9/5/18 18:04,MALE,NA,2018-09-05,Installed_through_referral
3136,9/17/18 17:06,MALE,NA,1996-05-20,Installed_through_referral
3137,9/27/18 18:04,MALE,NA,1997-01-25,Not_through_referral
3138,9/12/18 18:55,MALE,NA,2018-09-12,Installed_through_referral
3139,8/24/18 9:59,FEMALE,NA,2018-08-09,Not_through_referral
3140,8/18/18 18:43,MALE,NA,1990-09-01,Installed_through_referral
3141,8/24/18 0:40,FEMALE,NA,2008-10-15,Installed_through_referral
3142,8/28/18 21:41,MALE,NA,1982-10-16,Not_through_referral
3143,9/18/18 11:10,MALE,NA,1994-09-09,Not_through_referral
3144,8/25/18 18:36,MALE,NA,2018-08-15,Installed_through_referral
3145,8/17/18 18:43,MALE,NA,1996-02-15,Not_through_referral
3146,8/31/18 14:03,MALE,NA,1984-10-01,Installed_through_referral
3147,6/2/18 16:13,MALE,NA,1993-04-27,Not_through_referral
3148,6/11/18 17:49,MALE,NA,1999-04-21,Installed_through_referral
3149,6/7/18 19:07,MALE,NA,1985-01-25,Not_through_referral
3150,6/12/18 2:15,MALE,NA,1993-07-10,Not_through_referral
3151,6/20/18 14:20,MALE,NA,1984-12-01,Not_through_referral
3152,6/13/18 17:52,FEMALE,NA,2018-06-13,Not_through_referral
3153,6/13/18 19:26,MALE,NA,1989-09-30,Not_through_referral
3154,6/30/18 20:54,MALE,NA,1997-05-20,Not_through_referral
3155,6/22/18 13:47,MALE,NA,1991-05-10,Not_through_referral
3156,6/25/18 13:06,MALE,NA,1995-08-01,Not_through_referral
3157,7/28/18 15:17,MALE,NA,1994-03-10,Installed_through_referral
3158,6/4/18 16:13,MALE,NA,2003-05-27,Not_through_referral
3159,6/15/18 19:37,MALE,NA,1987-12-30,Not_through_referral
3160,6/18/18 7:26,MALE,NA,1995-12-19,Not_through_referral
3161,6/18/18 17:17,FEMALE,NA,1987-09-24,Not_through_referral
3162,6/25/18 20:37,MALE,NA,1989-12-20,Not_through_referral
3163,7/9/18 17:07,MALE,NA,2018-07-03,Not_through_referral
3164,8/3/18 22:55,MALE,NA,1998-09-08,Not_through_referral
3165,8/12/18 22:53,FEMALE,NA,1995-12-25,Installed_through_referral
3166,6/2/18 20:19,FEMALE,NA,2018-06-02,Installed_through_referral
3167,6/7/18 16:52,FEMALE,NA,1996-09-17,Not_through_referral
3168,6/16/18 20:28,MALE,NA,1996-07-28,Not_through_referral
3169,6/19/18 15:24,MALE,NA,2018-06-12,Not_through_referral
3170,6/23/18 19:43,MALE,NA,1989-06-16,Installed_through_referral
3171,7/2/18 12:58,MALE,NA,1988-11-19,Installed_through_referral
3172,7/2/18 17:52,MALE,NA,1994-01-28,Not_through_referral
3173,8/8/18 22:57,MALE,NA,1994-12-03,Not_through_referral
3174,6/28/18 16:21,MALE,NA,2018-06-28,Installed_through_referral
3175,6/27/18 12:15,FEMALE,NA,1989-11-15,Not_through_referral
3176,6/27/18 0:06,MALE,NA,1978-06-03,Installed_through_referral
3177,7/5/18 14:42,MALE,NA,2018-05-19,Not_through_referral
3178,7/21/18 12:18,FEMALE,NA,1994-10-27,Not_through_referral
3179,7/26/18 19:21,FEMALE,NA,1999-07-31,Not_through_referral
3180,7/26/18 14:00,MALE,NA,1990-06-27,Not_through_referral
3181,6/3/18 19:54,FEMALE,NA,1970-01-14,Not_through_referral
3182,6/6/18 16:24,MALE,NA,1990-08-06,Not_through_referral
3183,6/22/18 10:16,MALE,NA,1999-12-01,Installed_through_referral
3184,6/24/18 17:12,MALE,NA,1986-10-15,Not_through_referral
3185,7/23/18 20:01,MALE,NA,1994-11-03,Not_through_referral
3186,8/6/18 18:02,MALE,NA,2018-08-06,Not_through_referral
3187,6/11/18 12:38,MALE,NA,1994-01-10,Not_through_referral
3188,6/10/18 20:03,FEMALE,NA,1996-03-27,Not_through_referral
3189,6/21/18 16:51,MALE,NA,2018-05-25,Not_through_referral
3190,6/16/18 17:19,MALE,NA,1978-02-16,Not_through_referral
3191,6/29/18 0:12,FEMALE,NA,1999-01-04,Not_through_referral
3192,6/26/18 19:59,MALE,NA,1997-07-13,Installed_through_referral
3193,7/7/18 17:02,MALE,NA,2018-04-20,Installed_through_referral
3194,8/14/18 12:37,MALE,NA,1991-07-01,Not_through_referral
3195,6/4/18 16:11,MALE,NA,1998-11-16,Installed_through_referral
3196,6/13/18 19:42,MALE,NA,1983-07-03,Not_through_referral
3197,7/7/18 14:46,MALE,NA,1995-08-18,Not_through_referral
3198,7/8/18 10:26,MALE,NA,1991-09-02,Not_through_referral
3199,7/11/18 20:00,MALE,NA,1993-10-09,Not_through_referral
3200,7/16/18 15:52,FEMALE,NA,1989-03-08,Not_through_referral
3201,7/24/18 13:30,MALE,NA,1991-08-06,Installed_through_referral
3202,8/14/18 17:41,MALE,NA,1992-06-04,Not_through_referral
3203,6/13/18 13:23,MALE,NA,1993-04-20,Not_through_referral
3204,6/15/18 16:28,FEMALE,NA,1991-10-09,Not_through_referral
3205,6/30/18 19:13,MALE,NA,2018-06-30,Installed_through_referral
3206,6/23/18 23:37,MALE,NA,1989-02-02,Not_through_referral
3207,6/29/18 16:01,MALE,NA,1983-06-20,Not_through_referral
3208,7/8/18 16:18,FEMALE,NA,1990-10-04,Not_through_referral
3209,7/6/18 11:28,MALE,NA,2000-05-17,Installed_through_referral
3210,8/4/18 13:17,FEMALE,NA,1999-06-27,Not_through_referral
3211,6/14/18 12:21,MALE,NA,1993-08-21,Not_through_referral
3212,6/17/18 17:41,MALE,NA,1990-05-29,Installed_through_referral
3213,7/12/18 17:45,MALE,NA,1995-01-24,Installed_through_referral
3214,7/30/18 19:06,NA,NA,1900-01-00,Not_through_referral
3215,6/7/18 22:31,MALE,NA,1994-05-29,Installed_through_referral
3216,6/25/18 22:20,MALE,NA,2012-05-01,Installed_through_referral
3217,6/25/18 14:08,MALE,NA,1997-01-24,Not_through_referral
3218,6/23/18 20:21,FEMALE,NA,1989-12-22,Not_through_referral
3219,7/10/18 15:13,FEMALE,NA,1951-02-27,Not_through_referral
3220,7/5/18 13:14,NA,NA,1900-01-00,Not_through_referral
3221,7/13/18 13:03,MALE,NA,1997-05-02,Not_through_referral
3222,8/7/18 18:16,MALE,NA,2018-08-07,Not_through_referral
3223,9/8/18 12:20,FEMALE,NA,1989-02-22,Not_through_referral
3224,8/25/18 14:39,MALE,NA,2018-08-20,Not_through_referral
3225,8/23/18 13:57,MALE,NA,1997-04-17,Not_through_referral
3226,8/15/18 16:44,MALE,NA,1996-08-21,Not_through_referral
3227,8/26/18 20:21,FEMALE,NA,1990-11-18,Not_through_referral
3228,9/17/18 11:43,FEMALE,NA,2001-06-04,Not_through_referral
3229,8/17/18 21:01,MALE,NA,2010-05-16,Not_through_referral
3230,8/26/18 23:36,MALE,NA,1997-07-22,Installed_through_referral
3231,8/30/18 18:50,FEMALE,NA,2001-03-01,Not_through_referral
3232,9/15/18 19:21,MALE,NA,1987-10-13,Installed_through_referral
3233,9/20/18 12:40,FEMALE,NA,1998-06-07,Not_through_referral
3234,8/15/18 22:33,MALE,NA,1971-08-15,Installed_through_referral
3235,8/21/18 14:55,MALE,NA,2018-08-17,Not_through_referral
3236,8/23/18 15:04,FEMALE,NA,1995-08-23,Not_through_referral
3237,8/25/18 16:58,FEMALE,NA,1995-10-16,Not_through_referral
3238,8/15/18 15:14,MALE,NA,2018-08-15,Installed_through_referral
3239,8/16/18 20:01,MALE,NA,1990-01-15,Installed_through_referral
3240,9/12/18 1:11,MALE,NA,1996-05-23,Not_through_referral
3241,8/27/18 23:23,MALE,NA,1989-09-12,Not_through_referral
3242,9/21/18 11:34,MALE,NA,1999-02-03,Not_through_referral
3243,9/25/18 9:30,MALE,NA,1991-06-23,Not_through_referral
3244,8/25/18 19:05,MALE,NA,1992-01-03,Not_through_referral
3245,9/4/18 20:21,MALE,NA,1993-01-02,Not_through_referral
3246,9/2/18 19:43,FEMALE,NA,1995-10-11,Installed_through_referral
3247,9/6/18 19:45,MALE,NA,1990-09-17,Installed_through_referral
3248,8/27/18 22:47,MALE,NA,1987-03-04,Not_through_referral
3249,9/10/18 21:04,FEMALE,NA,1980-08-11,Not_through_referral
3250,9/23/18 18:50,MALE,NA,1992-05-07,Not_through_referral
3251,8/25/18 18:44,FEMALE,NA,1989-03-07,Installed_through_referral
3252,9/1/18 21:27,MALE,NA,1999-01-19,Not_through_referral
3253,9/18/18 7:43,MALE,NA,1997-09-19,Not_through_referral
3254,7/13/18 0:06,MALE,NA,1991-12-27,Not_through_referral
3255,7/21/18 13:10,MALE,NA,2015-02-10,Not_through_referral
3256,7/17/18 21:35,MALE,NA,1992-06-01,Not_through_referral
3257,7/26/18 14:22,MALE,NA,1990-07-26,Not_through_referral
3258,8/12/18 16:01,MALE,NA,1993-12-12,Not_through_referral
3259,8/6/18 20:08,FEMALE,NA,1990-01-13,Not_through_referral
3260,6/9/18 16:26,MALE,NA,2013-06-04,Not_through_referral
3261,6/4/18 2:54,FEMALE,NA,1998-06-04,Installed_through_referral
3262,6/5/18 19:30,MALE,NA,1983-01-26,Not_through_referral
3263,6/28/18 19:20,FEMALE,NA,1990-12-30,Not_through_referral
3264,7/18/18 21:25,NA,NA,1900-01-00,Not_through_referral
3265,7/21/18 17:43,MALE,NA,1994-06-09,Installed_through_referral
3266,8/12/18 15:15,MALE,NA,1995-08-08,Installed_through_referral
3267,6/21/18 11:55,MALE,NA,1999-08-06,Not_through_referral
3268,6/26/18 18:02,MALE,NA,1988-11-05,Not_through_referral
3269,7/9/18 16:12,FEMALE,NA,1995-05-10,Installed_through_referral
3270,7/3/18 21:31,MALE,NA,1996-09-05,Not_through_referral
3271,7/29/18 22:58,MALE,NA,1996-10-27,Not_through_referral
3272,8/4/18 18:24,MALE,NA,1987-08-22,Not_through_referral
3273,8/10/18 10:35,FEMALE,NA,1982-12-07,Not_through_referral
3274,8/10/18 19:45,MALE,NA,1998-08-28,Installed_through_referral
3275,6/6/18 21:52,FEMALE,NA,1993-04-19,Not_through_referral
3276,7/4/18 14:22,FEMALE,NA,2012-08-22,Not_through_referral
3277,7/10/18 16:30,FEMALE,NA,1997-12-03,Not_through_referral
3278,7/11/18 12:46,FEMALE,NA,2001-01-01,Not_through_referral
3279,7/25/18 21:33,FEMALE,NA,1989-07-01,Not_through_referral
3280,8/8/18 15:02,MALE,NA,2018-08-08,Installed_through_referral
3281,8/6/18 21:24,MALE,NA,1994-06-04,Installed_through_referral
3282,6/9/18 19:30,NA,NA,1900-01-00,Not_through_referral
3283,6/9/18 22:24,FEMALE,NA,1996-05-20,Not_through_referral
3284,6/16/18 14:32,MALE,NA,2018-06-16,Not_through_referral
3285,6/14/18 22:12,MALE,NA,1998-03-26,Installed_through_referral
3286,6/23/18 10:32,MALE,NA,1979-10-24,Not_through_referral
3287,7/2/18 16:15,MALE,NA,1994-06-25,Not_through_referral
3288,7/20/18 21:32,MALE,NA,1984-02-19,Not_through_referral
3289,7/30/18 1:53,MALE,NA,1992-08-20,Not_through_referral
3290,6/3/18 20:01,MALE,NA,1972-06-09,Not_through_referral
3291,6/15/18 11:54,FEMALE,NA,2009-01-17,Not_through_referral
3292,6/26/18 19:39,MALE,NA,1986-09-03,Not_through_referral
3293,6/24/18 19:00,MALE,NA,1999-11-09,Installed_through_referral
3294,7/10/18 20:56,MALE,NA,2013-01-18,Not_through_referral
3295,7/14/18 19:20,NA,NA,1900-01-00,Not_through_referral
3296,7/13/18 11:37,FEMALE,NA,1994-09-19,Installed_through_referral
3297,8/2/18 17:09,MALE,NA,1986-11-26,Not_through_referral
3298,7/29/18 10:33,MALE,NA,1996-02-14,Installed_through_referral
3299,7/28/18 21:51,FEMALE,NA,2004-01-16,Not_through_referral
3300,6/5/18 4:19,FEMALE,NA,1997-07-02,Installed_through_referral
3301,6/4/18 22:47,MALE,NA,1994-06-06,Not_through_referral
3302,6/19/18 18:40,MALE,NA,1996-11-27,Not_through_referral
3303,6/15/18 20:19,MALE,NA,2018-06-15,Installed_through_referral
3304,6/20/18 11:39,MALE,NA,2018-06-15,Not_through_referral
3305,6/25/18 14:57,FEMALE,NA,1999-04-19,Installed_through_referral
3306,7/4/18 1:14,MALE,NA,1994-07-03,Not_through_referral
3307,8/12/18 1:03,MALE,NA,1984-11-22,Installed_through_referral
3308,8/4/18 8:22,MALE,NA,1976-04-04,Not_through_referral
3309,6/12/18 23:23,MALE,NA,1996-09-08,Not_through_referral
3310,6/12/18 18:26,MALE,NA,2008-01-01,Not_through_referral
3311,6/25/18 18:17,MALE,NA,2018-06-22,Not_through_referral
3312,7/1/18 13:52,FEMALE,NA,1996-08-07,Not_through_referral
3313,7/8/18 17:34,FEMALE,NA,1994-10-03,Installed_through_referral
3314,7/3/18 15:49,MALE,NA,1990-03-19,Installed_through_referral
3315,6/1/18 17:42,MALE,NA,1982-04-30,Not_through_referral
3316,6/1/18 20:14,MALE,NA,1995-10-31,Installed_through_referral
3317,6/7/18 14:21,FEMALE,NA,2018-06-07,Installed_through_referral
3318,6/29/18 1:08,FEMALE,NA,2015-10-10,Not_through_referral
3319,7/9/18 19:59,MALE,NA,2005-07-09,Not_through_referral
3320,7/14/18 21:38,MALE,NA,1995-08-25,Installed_through_referral
3321,7/22/18 19:07,FEMALE,NA,1996-12-27,Not_through_referral
3322,7/25/18 15:49,MALE,NA,2018-07-25,Installed_through_referral
3323,8/13/18 19:03,MALE,NA,2000-05-24,Not_through_referral
3324,6/2/18 11:46,FEMALE,NA,2018-05-26,Not_through_referral
3325,6/5/18 15:28,FEMALE,NA,1997-09-30,Not_through_referral
3326,6/12/18 17:51,MALE,NA,1986-06-04,Not_through_referral
3327,6/9/18 14:55,MALE,NA,1992-02-11,Not_through_referral
3328,6/21/18 22:40,MALE,NA,1992-06-18,Installed_through_referral
3329,6/16/18 17:00,MALE,NA,1984-10-08,Not_through_referral
3330,6/13/18 15:59,FEMALE,NA,2007-04-05,Not_through_referral
3331,7/12/18 15:59,MALE,NA,2018-07-12,Installed_through_referral
3332,7/1/18 23:09,MALE,NA,1991-09-13,Not_through_referral
3333,7/5/18 22:42,FEMALE,NA,1993-09-21,Not_through_referral
3334,7/8/18 20:52,MALE,NA,1998-09-22,Not_through_referral
3335,7/12/18 19:20,MALE,NA,1989-06-06,Not_through_referral
3336,7/29/18 19:15,MALE,NA,1993-12-30,Not_through_referral
3337,8/2/18 14:48,MALE,NA,1996-09-07,Not_through_referral
3338,8/5/18 14:51,MALE,NA,2018-08-05,Installed_through_referral
3339,8/24/18 20:10,MALE,NA,1995-02-10,Installed_through_referral
3340,8/28/18 22:59,MALE,NA,2001-01-11,Not_through_referral
3341,8/18/18 21:58,MALE,NA,1993-11-10,Not_through_referral
3342,9/6/18 18:43,MALE,NA,1987-09-06,Not_through_referral
3343,9/13/18 14:52,MALE,NA,1998-12-04,Installed_through_referral
3344,8/25/18 21:00,FEMALE,NA,1993-08-25,Installed_through_referral
3345,9/8/18 13:27,MALE,NA,1997-04-20,Not_through_referral
3346,9/18/18 20:10,NA,NA,1900-01-00,Not_through_referral
3347,9/8/18 3:18,FEMALE,NA,1996-06-08,Installed_through_referral
3348,9/23/18 8:54,MALE,NA,1993-09-21,Installed_through_referral
3349,8/18/18 16:38,FEMALE,NA,1996-08-08,Not_through_referral
3350,8/18/18 11:14,MALE,NA,1984-11-19,Not_through_referral
3351,9/21/18 14:04,MALE,NA,1998-09-13,Not_through_referral
3352,9/21/18 18:47,MALE,NA,2018-09-01,Not_through_referral
3353,9/3/18 18:42,MALE,NA,2018-09-03,Installed_through_referral
3354,8/26/18 14:49,MALE,NA,1996-09-01,Not_through_referral
3355,8/25/18 19:20,FEMALE,NA,1999-10-06,Not_through_referral
3356,8/31/18 18:05,MALE,NA,1998-08-28,Not_through_referral
3357,9/18/18 18:02,NA,NA,1900-01-00,Not_through_referral
3358,9/15/18 15:54,MALE,NA,2000-03-08,Not_through_referral
3359,9/28/18 8:57,FEMALE,NA,1992-04-02,Installed_through_referral
3360,8/20/18 16:57,MALE,NA,2018-08-20,Not_through_referral
3361,8/22/18 16:05,MALE,NA,1965-07-29,Not_through_referral
3362,9/17/18 11:06,MALE,NA,1995-09-09,Not_through_referral
3363,9/22/18 16:06,MALE,NA,1993-09-04,Not_through_referral
3364,8/15/18 0:09,MALE,NA,1999-11-14,Not_through_referral
3365,9/19/18 20:53,MALE,NA,2016-06-10,Not_through_referral
3366,9/9/18 22:15,MALE,NA,1987-03-02,Not_through_referral
3367,6/9/18 19:57,MALE,NA,1987-01-08,Not_through_referral
3368,6/5/18 17:17,MALE,NA,1985-11-18,Not_through_referral
3369,7/4/18 4:42,MALE,NA,1998-06-02,Not_through_referral
3370,7/11/18 19:25,MALE,NA,1996-02-11,Installed_through_referral
3371,7/21/18 19:27,MALE,NA,1994-08-06,Installed_through_referral
3372,7/31/18 17:47,MALE,NA,2018-07-01,Not_through_referral
3373,7/24/18 15:04,MALE,NA,1991-03-22,Installed_through_referral
3374,6/18/18 15:53,FEMALE,NA,1996-01-26,Not_through_referral
3375,6/29/18 14:35,MALE,NA,1994-06-06,Not_through_referral
3376,6/29/18 22:25,MALE,NA,1984-06-29,Not_through_referral
3377,7/15/18 17:35,MALE,NA,1972-08-02,Not_through_referral
3378,7/21/18 14:37,FEMALE,NA,2018-07-11,Not_through_referral
3379,7/29/18 15:42,MALE,NA,2000-03-29,Not_through_referral
3380,6/8/18 14:32,MALE,NA,2018-06-08,Not_through_referral
3381,6/15/18 14:48,MALE,NA,2018-06-15,Installed_through_referral
3382,6/13/18 16:33,MALE,NA,2018-06-13,Installed_through_referral
3383,6/15/18 15:54,MALE,NA,2018-06-15,Not_through_referral
3384,6/24/18 20:22,MALE,NA,2018-06-24,Installed_through_referral
3385,6/28/18 0:22,MALE,NA,1998-07-20,Installed_through_referral
3386,7/5/18 11:08,MALE,NA,1998-07-21,Not_through_referral
3387,7/23/18 1:26,FEMALE,NA,1974-06-01,Not_through_referral
3388,8/9/18 21:22,FEMALE,NA,1996-08-20,Installed_through_referral
3389,8/12/18 23:22,MALE,NA,1998-08-02,Not_through_referral
3390,6/2/18 14:41,MALE,NA,2018-06-02,Installed_through_referral
3391,6/5/18 17:26,MALE,NA,1993-01-05,Not_through_referral
3392,6/6/18 20:28,MALE,NA,1996-04-15,Not_through_referral
3393,6/6/18 12:24,MALE,NA,1995-07-12,Not_through_referral
3394,6/17/18 12:48,MALE,NA,2018-06-17,Installed_through_referral
3395,6/19/18 20:22,MALE,NA,1996-03-24,Installed_through_referral
3396,6/16/18 14:53,MALE,NA,1990-08-17,Not_through_referral
3397,6/25/18 22:06,MALE,NA,2018-06-08,Not_through_referral
3398,6/30/18 9:40,MALE,NA,2012-04-17,Not_through_referral
3399,7/4/18 9:13,FEMALE,NA,1960-02-15,Not_through_referral
3400,7/23/18 14:36,FEMALE,NA,1990-07-05,Not_through_referral
3401,7/24/18 15:41,MALE,NA,1990-09-27,Not_through_referral
3402,8/8/18 12:59,FEMALE,NA,2000-05-15,Not_through_referral
3403,8/11/18 16:54,MALE,NA,1993-03-29,Not_through_referral
3404,6/3/18 1:13,MALE,NA,1985-09-17,Not_through_referral
3405,6/8/18 13:01,FEMALE,NA,1994-11-24,Not_through_referral
3406,6/10/18 16:43,MALE,NA,1984-06-19,Not_through_referral
3407,6/4/18 15:34,MALE,NA,1977-04-30,Not_through_referral
3408,6/16/18 16:19,MALE,NA,2018-06-16,Not_through_referral
3409,6/27/18 11:46,MALE,NA,1999-08-27,Not_through_referral
3410,6/25/18 17:04,NA,NA,1900-01-00,Not_through_referral
3411,6/30/18 15:29,MALE,NA,2018-06-30,Installed_through_referral
3412,7/6/18 15:18,MALE,NA,2008-03-12,Not_through_referral
3413,7/20/18 23:19,MALE,NA,1992-09-11,Not_through_referral
3414,7/30/18 18:26,FEMALE,NA,1995-07-30,Installed_through_referral
3415,7/28/18 17:31,MALE,NA,1987-11-06,Not_through_referral
3416,8/2/18 19:28,MALE,NA,1994-04-03,Installed_through_referral
3417,6/9/18 18:48,MALE,NA,2018-06-09,Installed_through_referral
3418,6/21/18 14:39,MALE,NA,1974-08-18,Not_through_referral
3419,6/22/18 17:32,MALE,NA,2018-06-17,Not_through_referral
3420,6/29/18 17:07,MALE,NA,1988-06-29,Not_through_referral
3421,7/15/18 12:25,MALE,NA,1987-07-04,Not_through_referral
3422,7/14/18 20:38,MALE,NA,2000-05-19,Not_through_referral
3423,7/21/18 17:51,MALE,NA,2000-01-12,Not_through_referral
3424,7/24/18 17:14,FEMALE,NA,1997-07-10,Not_through_referral
3425,6/3/18 21:23,MALE,NA,2018-06-03,Installed_through_referral
3426,6/15/18 19:03,MALE,NA,1963-10-15,Not_through_referral
3427,6/19/18 17:59,MALE,NA,2018-06-19,Not_through_referral
3428,6/21/18 21:45,NA,NA,1900-01-00,Not_through_referral
3429,6/29/18 16:47,MALE,NA,1978-04-09,Not_through_referral
3430,7/19/18 18:48,MALE,NA,1991-01-04,Not_through_referral
